word,vowel,token,type,repetition,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,p0_id,p0prominence,a1p0_h1,a1p0_h2,a1p0_h3,a1p0,a1p0_compensated,freq_p1,amp_p1,a1p1,a1p1_compensated,a3p0,vwl_amp_rms,vwl_duration,timepoint,point_time,point_vwlpct,attempted_fix,status,errorflag,nasal,oral,nasalance,murmur,cog,mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13
pop,ah,55,oral,3,689,33.79,173,1076,25.06,199,2371,3.37,965,108,36.53,237,33.91,30.29,36.53,108,H1,2.62,-2.74,-0.12,3.49799,-2.74,-0.69991,904,25.68,8.11,11.90402,-33.16469,0.0254288558,160,9,101.66544,88.89,None,Auto,None,47.3902232859721,70.1974311528587,0.403020397950233,0.976044990367015,651.585378444183,580.908969647825,-24.9103307882766,48.6099104968484,3.23777682398319,-128.068132824358,-5.17512294251673,61.6363674963711,-18.5637289488813,17.8856971597025,28.0779658055982,-25.4592814261593,0.477545137596175,-6.52936142961322
pop,ah,55,oral,3,775,-29.15,995,2212,-33.1,757,3369,-31.1,1500,102,11.51,172,-11.96,-16.96,11.51,102,H1,23.47,-40.66,-17.19,-12.19154,-40.66,-38.65281,904,-32.14,2.99,5.24704,-42.60543,0.0254288558,160,10,101.683176,100,None,Auto,LoPitch,47.1211300850194,65.9545008520005,0.416722238863868,1.02361635170034,129.145397617514,488.461212256473,120.385875184174,45.4369826424625,3.96569737435887,-57.7274292746501,5.60121160144081,39.7573422217196,-3.3857062092812,-4.41179401025191,37.5986899973055,-8.49706264306653,-30.3010699637737,14.4064135327626
man,ae,56,nasal,3,517,38.6,116,1900,19.37,196,2574,12.24,271,108,40.55,215,39.83,35.03,40.55,108,H1,0.72,-1.95,-1.23,3.56934,-1.95,0.08892,926,20.81,17.79,19.71448,-28.30671,0.0359389654,213,1,103.257922,0,None,Auto,None,69.749826688524,69.4062205145031,0.501234607409909,1.06173325821858,228.30268206535,607.724048066013,29.869366746246,66.090178702586,10.8124047024901,32.0687665881025,10.5967709173473,-71.1441309841584,-51.7009871687141,12.2029472423634,27.9492299289502,16.7823379335844,0.78737560545474,-1.3554298056018
man,ae,56,nasal,3,624,34.66,105,2001,16.41,170,2900,9.6,225,108,40.35,215,38.83,34.25,40.35,108,H1,1.52,-5.69,-4.17,0.4052,-5.69,-3.65969,926,22.57,12.09,14.34807,-30.74973,0.0359389654,213,2,103.281565,11.11,None,Auto,None,65.5721677899591,69.7357544528161,0.484614401751782,1.06357549323647,220.443203043873,539.054907097356,13.1492008649919,105.319802911777,36.9090621891366,-22.2638866863858,-1.62773154213335,-54.4041113511964,-36.0687878615314,50.4014761323046,75.0241200453157,19.5755786531331,-13.7784941788557,9.24364685088213
man,ae,56,nasal,3,624,34.16,131,2065,14.82,253,2879,6.76,617,108,41.24,215,39.47,34.18,41.24,108,H1,1.76,-7.08,-5.31,-0.02042,-7.08,-5.05045,947,23.41,10.75,12.9302,-34.47604,0.0359389654,213,3,103.305209,22.22,None,Auto,None,66.2783050854276,69.2281546330481,0.489115465219337,1.06620187077522,378.463535233709,571.310971662953,5.3203333663695,98.2669221244315,-4.37117004497666,-7.57419236576325,5.11187360404852,-74.2170930369539,-21.157992566913,38.5806175289649,54.2214308277101,5.29665324945642,-30.5827800866642,6.20967650289408
man,ae,56,nasal,3,624,34.72,167,2133,18.83,198,2917,11.16,247,108,41.14,215,39.4,33.56,41.14,108,H1,1.74,-6.42,-4.68,1.16253,-6.42,-4.39175,947,23.87,10.85,13.04543,-29.97542,0.0359389654,213,4,103.328852,33.33,None,Auto,None,66.9021662761518,69.097627597189,0.49192843879204,1.06516962243157,125.612448090176,541.298404797738,25.3631056398695,109.118019528878,1.64133439935478,14.9806696721699,7.99142289933341,-56.0728832873797,-3.92529520378083,41.7813002473854,58.6574183011346,-14.902599262366,-22.2271323260082,-3.51193117218714
man,ae,56,nasal,3,624,34.16,215,2098,19.17,154,2828,10.59,272,108,40.99,215,39.67,34.16,40.99,108,H1,1.32,-6.83,-5.51,0.00056,-6.83,-4.80214,947,23.74,10.42,12.58793,-30.40007,0.0359389654,213,5,103.352495,44.44,None,Auto,None,67.0451372915039,68.8096803644079,0.493505776595376,1.0647865585693,189.046156847511,562.445626688494,5.57187492804247,93.7851550081054,17.1867597709073,5.0899396362145,1.66823967473471,-37.2165353820563,-20.8331719019132,28.1077836144644,56.1461973992323,-6.81100470690153,-33.9100793329397,-8.48618786307375
man,ae,56,nasal,3,624,33.41,231,2075,16.37,299,2894,6.54,541,108,40.12,215,38.85,33.96,40.12,108,H1,1.28,-6.71,-5.44,-0.54601,-6.71,-4.68375,947,23.46,9.95,12.21685,-33.57808,0.0359389654,213,6,103.376138,55.56,None,Auto,None,66.5670150743711,68.2431310997911,0.493783420339688,1.06773398884431,414.824461515102,552.563994775443,12.3440399581241,53.1693445511097,22.29365058258,-11.077002416095,10.4953145201288,-51.3022468122502,-34.210435559825,51.5759473953825,67.1320584998893,-9.28769168232535,-15.0164450669403,7.53244054064131
man,ae,56,nasal,3,646,32.72,222,1943,14.9,299,2740,2.15,460,108,40.11,215,38.35,34.24,40.11,108,H1,1.76,-7.39,-5.63,-1.52203,-7.39,-5.36383,947,22.71,10.01,12.38015,-37.9647,0.0359389654,213,7,103.399782,66.67,None,Auto,None,66.1604483425313,67.8335228629483,0.493756903742142,1.06557288396309,365.004552190074,585.424418583415,29.8066956208608,70.6477119123169,-28.3985699006392,-10.9683289635069,25.4350515187266,-41.6065104285152,-50.740987771866,35.684235197767,66.8920509079142,-17.2166174804849,-31.5874482107881,16.6607254103842
man,ae,56,nasal,3,624,31.88,118,1815,17.29,242,2635,5.5,416,108,40.23,215,38.6,34.43,40.23,108,H1,1.63,-8.35,-6.72,-2.54923,-8.35,-6.32239,861,22.87,9.01,12.08688,-34.73051,0.0359389654,213,8,103.423425,77.78,None,Auto,None,66.266529131306,67.9486031622334,0.493733664743374,1.06373574427494,144.314802675085,554.016689811366,8.32716645249039,96.0189334503697,6.77610422722844,-26.8833775701208,34.4492058119719,-5.85821983278743,-40.6367414689637,19.9818255557227,65.3382419084206,-20.9857877244561,-23.0760296956018,3.33188111615068
man,ae,56,nasal,3,646,33.3,156,1859,20.56,164,2750,10.41,285,108,40.76,215,39.3,34.38,40.76,108,H1,1.46,-7.46,-6,-1.07911,-7.46,-5.43065,969,23.96,9.34,11.58056,-30.35473,0.0359389654,213,9,103.447068,88.89,None,Auto,None,67.0512396280749,68.3891099819905,0.495061034773731,1.05545280039781,245.827503272873,594.177072025032,-17.60060544368,75.9922838535048,13.8835023128289,-23.4286631898547,30.5199018789016,-25.7814933113324,-40.8163886946263,16.4110099587024,43.6438980687343,-0.093818814972737,-26.2938269299904,24.435788191121
man,ae,56,nasal,3,517,35.09,237,1761,14.61,487,2956,10.8,347,108,40.7,215,38.24,34.29,40.7,108,H1,2.46,-5.61,-3.15,0.80139,-5.61,-3.56848,926,20.72,14.37,16.18464,-29.89704,0.0359389654,213,10,103.470711,100,None,Auto,None,70.7367428077425,66.5772931747464,0.515145755505746,1.0833815756163,140.774221813033,570.717502026996,30.375367814041,47.2049015373749,63.7708034425551,-17.9530757064781,3.6332565037715,10.6121200727076,-38.3772527933742,-3.55592985090769,63.0386806132943,11.7558825891182,-31.723506852666,23.3940350627283
wound,u,57,nd,3,301,38.85,421,1000,15.74,1300,2492,8.68,536,108,39.81,215,37.37,38.85,39.81,108,H1,2.43,-0.96,1.48,-0.00488,-0.96,1.07574,926,15.74,23.11,24.42822,-31.12855,0.0363700718,196,1,105.068841,0,None,Auto,None,67.3429741036571,69.7198007052316,0.491329423306625,1.05491160838636,257.315450807334,568.770394886948,132.432128096414,119.988902286847,-20.239475797406,-2.81259391291916,-25.0225542169037,-77.3476502549862,49.8783408873994,3.42918681394723,-20.431922821457,10.2816249604556,-54.9737067526527,-8.13392524694193
wound,u,57,nd,3,323,38.78,132,919,19.65,342,2611,-1.81,358,108,42.39,215,40.58,38.78,42.39,108,H1,1.81,-3.61,-1.8,0.00028,-3.61,-1.5201,947,19.59,19.19,22.08793,-44.19502,0.0363700718,196,2,105.090625,11.11,None,Auto,None,70.9024983374238,67.8581654808072,0.510969725759616,1.0505913271117,340.655878613093,606.997033565564,147.934231794619,95.8520857125455,-35.5128737798549,-4.22226779588051,22.9449833226491,-103.659874102549,10.1789105347421,57.3238269165901,-22.6150796867012,-43.0114987854249,-20.6687831864526,15.9110058682988
wound,u,57,nd,3,323,39.39,99,950,22.96,205,1894,-3.38,1508,108,42.83,215,40.71,39.39,42.83,108,H1,2.12,-3.44,-1.32,-0.00171,-3.44,-1.33967,969,20.22,19.17,23.88967,-46.20876,0.0363700718,196,3,105.112408,22.22,None,Auto,None,71.6183470615157,67.7757353828469,0.513783266876492,1.05901758460425,432.88953719764,591.676169727239,175.100247880675,85.3393427501177,-55.2941408766283,12.5636344086702,2.59736562253786,-95.3229441406458,31.4841943874056,49.0504447002705,-30.1358317937522,-26.5449257671227,-58.3587038036133,25.6168415983823
wound,u,57,nd,3,323,39.6,125,1029,22.3,218,2655,-1.88,185,108,42.89,215,41.01,39.6,42.89,108,H1,1.88,-3.29,-1.41,-0.00474,-3.29,-1.20043,969,18.96,20.64,25.13068,-44.77209,0.0363700718,196,4,105.134192,33.33,None,Auto,None,71.8742490711831,67.6583611977034,0.515107177688984,1.05755889983604,207.422196486068,589.918055105488,146.452684272324,95.4351589678763,-45.7607694228139,27.7700752299596,6.52989932569487,-103.697913043379,60.0857414125704,32.5573886368446,-26.1588157427105,-24.09041369349,-51.4720539476138,26.1076481072422
wound,u,57,nd,3,323,40.35,96,965,22.32,267,2256,-0.2,1464,108,42.77,215,41.1,40.35,42.77,108,H1,1.67,-2.42,-0.75,-0.00463,-2.42,-0.31945,991,22.32,18.03,21.74444,-42.97259,0.0363700718,196,5,105.155976,44.44,None,Auto,None,72.1071334874561,67.6303722419518,0.516018466989719,1.05004738617451,307.020194387462,598.872479700549,167.033476176819,90.6046249869244,-68.6178963103559,42.3346075624992,11.3663927731085,-123.139932680656,45.1412529968801,45.0016830867587,-33.7320958879719,-49.151248145369,-37.8546383861537,37.713144529602
wound,u,57,nd,3,345,40.91,80,966,24.44,197,2363,2.46,1550,108,42.71,215,40.72,40.91,42.71,108,H1,1.98,-1.8,0.19,0.00236,-1.8,0.30431,1012,24.44,16.47,21.00886,-40.24913,0.0363700718,196,6,105.177759,55.56,None,Auto,None,72.3398941537945,67.5178141926204,0.517239235570879,1.04295312422431,408.60807342621,589.826797376274,168.01093713013,94.5178132583606,-43.6693466578654,21.9773579595095,-1.39559095871452,-110.557220316936,41.0787822666805,48.6040376181912,-36.5145309045248,-51.2807640958783,-45.3142970944922,39.8606102265783
wound,u,57,nd,3,345,41.26,76,933,21.97,200,2577,1.83,1456,108,42.26,215,40.4,41.26,42.26,108,H1,1.86,-1,0.86,0.00314,-1,1.10679,1012,21.97,19.29,22.99207,-40.42521,0.0363700718,196,7,105.199543,66.67,None,Auto,None,72.3745832207438,66.9289875913418,0.519545786219464,1.04358868412297,318.770440911047,604.340019347986,189.649684672823,68.1830940638702,-20.336629980942,16.1028702494503,-4.53220966553772,-99.3092737917258,24.5775767392303,69.0672006462073,-46.7653375299297,-60.1162591902328,-23.5384853260682,10.8923931100183
wound,u,57,nd,3,323,40.77,76,997,21.34,208,2697,2.4,130,108,41.72,215,40.46,40.77,41.72,108,H1,1.26,-0.95,0.31,-0.0034,-0.95,1.16784,991,21.34,19.43,24.4046,-39.32361,0.0363700718,196,8,105.221327,77.78,None,Auto,None,72.2667892626172,66.0227991910219,0.522575777907129,1.0593141067475,373.123643376362,577.57195070062,188.066493508595,99.303504650008,-10.0866596608091,2.37647990283646,5.29766789429605,-73.8366782752343,2.53245285128091,57.8898284481526,-25.6018716286598,-82.6964602727984,-34.4186310029,29.3966395547822
wound,u,57,nd,3,323,40.86,65,962,21.52,172,2528,2,1961,108,41.76,215,40.32,40.86,41.76,108,H1,1.44,-0.9,0.54,0.0043,-0.9,1.22817,991,21.52,19.34,24.73303,-39.76008,0.0363700718,196,9,105.24311,88.89,None,Auto,None,72.1126119224394,65.7171816754739,0.523200463702437,1.06324158879579,117.076925110132,559.902230147534,195.025651823174,97.4178235462251,8.46454454651031,-5.16485793248679,16.9987222553501,-50.2156858164301,8.97553055692865,50.1625330461725,-4.16393664753092,-71.315435942123,-56.490838233318,26.4680799527884
wound,u,57,nd,3,323,41.51,92,960,15.67,1041,2485,-1.26,675,108,42.16,215,40.66,41.51,42.16,108,H1,1.5,-0.65,0.85,0.0036,-0.65,1.4669,969,15.67,25.84,27.12035,-43.42044,0.0363700718,196,10,105.264894,100,None,Auto,None,72.9479966810849,64.5587026615853,0.530505037425825,1.08387796034212,374.091728151632,581.084114246488,155.920910690671,76.1984325581166,23.3335023671904,16.1142046736685,14.0704096506433,-53.1576602446705,-27.3068559690627,16.5349466839409,-6.1749481956634,-65.8650119503982,-36.3236921158412,33.5049192727419
pit,ih,58,oral,3,108,39.53,1040,1450,12.67,770,2506,12.49,506,108,39.53,215,18.18,24.21,39.53,108,H1,21.35,0,21.35,15.31963,0,1.98155,947,16.01,23.52,25.27186,-27.04202,0.0253788532,85,1,106.885357,0,None,Auto,A1isP0,47.4964074905392,68.4327059628318,0.409702153977424,1.09308376516073,120.846269477215,478.037305616876,-31.6084155482406,136.158419018968,70.8016026699447,13.2496415218426,26.2268616900337,-54.9271911731888,-32.3071437768922,31.7717338670181,7.27480006595391,1.98684652905676,15.0719515963612,3.02476876813808
pit,ih,58,oral,3,474,33.92,203,2013,13.87,251,2727,9.37,298,108,40.52,237,32.27,31.22,40.52,108,H1,8.25,-6.6,1.65,2.70459,-6.6,-4.54666,926,8.91,25.01,26.60186,-31.1489,0.0253788532,85,2,106.894855,11.11,None,Auto,None,49.3709501002545,70.037519208485,0.413462716556581,1.07311282753722,195.173182274043,495.666264817733,-50.4588255526512,155.243423588643,49.6640293675022,11.9857786409338,14.6503851561454,-74.8108696655758,-46.0384352761211,22.7191806336711,23.0045714830689,11.0661393669238,-13.3145969057135,5.60225710223585
pit,ih,58,oral,3,452,33.94,150,2125,15.21,139,2853,10.33,214,108,39.62,215,34.64,33.31,39.62,108,H1,4.98,-5.68,-0.7,0.627,-5.68,-3.62802,904,11.11,22.83,24.44414,-29.28585,0.0253788532,85,3,106.904352,22.22,None,Auto,None,49.8894892508108,70.3760383178196,0.414827841854691,1.06472792025444,281.862722261607,500.068861548536,-64.3793144215685,159.237990054976,56.0815145881743,2.04470566903194,35.2898929594139,-83.6122566068171,-58.0418884383218,20.633475498007,20.6704572594979,8.52864606866737,-9.21567964643327,4.85227881707009
pit,ih,58,oral,3,452,33.29,221,2064,16.62,198,2745,9.23,385,108,39.3,215,34.68,32.38,39.3,108,H1,4.62,-6.01,-1.39,0.90748,-6.01,-3.96201,883,12.97,20.32,21.96187,-30.06732,0.0253788532,85,4,106.913849,33.33,None,Auto,None,50.07716719841,70.5277595212888,0.415216596539175,1.05264169234508,490.164055306672,500.53013285058,-74.9079416497033,136.885754461125,60.525815221119,5.93568998070098,7.30152748918863,-72.6797029795187,-60.2802829600075,23.9408222707619,17.2873701943636,5.61726026885471,-3.27478194184834,5.4535514393713
pit,ih,58,oral,3,452,36.99,120,2061,17.58,148,2866,13.51,224,108,39.05,237,35.03,34.47,39.05,108,H1,4.02,-2.06,1.96,2.5154,-2.06,0.0017,904,9.79,27.2,28.75914,-25.54177,0.0253788532,85,5,106.923346,44.44,None,Auto,None,50.2966658254756,70.7927061003537,0.415368128726308,1.03563972255988,485.686697069173,512.24519808389,-71.7864028710536,132.555446655971,78.233418793879,-11.6718105634342,23.6994386118936,-91.4936295544858,-60.1780452921961,16.1650870908858,18.3544730966419,13.9256652950664,-3.26396027771915,17.4713211228831
pit,ih,58,oral,3,452,37.71,106,2086,18.21,101,2899,12.45,157,108,38.58,215,35.17,33.78,38.58,108,H1,3.41,-0.87,2.54,3.92672,-0.87,1.1879,904,10.1,27.61,29.19724,-26.13145,0.0253788532,85,6,106.932843,55.56,None,Auto,None,50.5237515391202,70.9583388165891,0.415894650735615,1.02371517697751,237.752647677231,542.086313868724,-43.6973319083846,105.1770312371,76.2526568820617,3.58095658434808,14.4015854698607,-64.4917211221983,-52.693904257754,24.295597699093,4.86918893926963,-2.19727559437865,-10.9688408396072,7.57844544431184
pit,ih,58,oral,3,452,37.83,89,2007,17.51,138,2883,11.35,166,108,38.74,215,35.14,33.87,38.74,108,H1,3.61,-0.91,2.69,3.95685,-0.91,1.15876,1012,7.48,30.35,31.90735,-27.38552,0.0253788532,85,7,106.94234,66.67,None,Auto,None,50.8375147435124,70.9841359532766,0.417310998929457,1.01854973668675,247.456493965302,557.675721906627,-37.2854568142376,95.0077092285347,88.3756898862563,-5.9184922559392,19.0129951926251,-78.1623078672428,-54.5293808970735,23.6347025125095,6.67391441517209,-3.90242081058946,-18.2042886005797,9.74525335366227
pit,ih,58,oral,3,452,37.98,78,1941,14.79,138,3083,7.43,363,108,38.54,215,35.54,34.36,38.54,108,H1,3,-0.56,2.44,3.61588,-0.56,1.51208,991,4.99,32.99,34.55982,-31.10862,0.0253788532,85,8,106.951837,77.78,None,Auto,None,51.3464919937733,70.8287905759801,0.420269066817653,1.01862435961957,382.895830442956,533.988346480548,-26.2992024262007,103.201096350767,90.9411746487844,-7.02313431421686,22.4539910697075,-81.3779858806716,-69.0119373209505,-0.581775050849609,19.4062507805776,0.16612806627705,-23.378476916203,38.4958456676517
pit,ih,58,oral,3,431,37.05,103,1824,12.99,300,2396,2.18,4972,108,37.58,215,33.79,33.72,37.58,108,H1,3.8,-0.53,3.26,3.33063,-0.53,1.54106,861,13.01,24.04,25.63084,-35.39523,0.0253788532,85,9,106.961335,88.89,None,Auto,None,52.0175661117676,69.7735114815885,0.427104900783021,1.02812977841279,435.445316510402,516.7077463727,-8.39686152153524,118.211459984678,92.9055364477935,-2.32852389453672,22.3713924541764,-74.4907043508514,-75.6775409745523,-6.4998206074538,7.17713525500289,5.29419465923308,-24.7929228985402,27.4145124217918
pit,ih,58,oral,3,258,24.53,165,1832,0.08,304,2708,-7.61,995,108,27.45,237,22.82,24.53,27.45,108,H1,4.63,-2.92,1.71,-0.0007,-2.92,-0.8428,861,0.57,23.96,25.48832,-35.05696,0.0253788532,85,10,106.970832,100,None,Auto,None,52.457860425346,66.6756849014614,0.440328207151424,1.0501905041355,409.456088485563,460.929341009634,9.35440103792615,122.635264704973,115.960766630265,24.1434777015986,21.6333027216834,-56.9846735634124,-65.8644036974295,-20.3953013209236,-2.56799354950222,-3.49918752312846,-26.3496056143671,10.2024891629921
mom,ah,59,nasal,3,323,44,76,1482,14.07,388,2612,13,331,108,40.02,215,43.56,44,43.56,215,H2,1.56,3.98,0.44,0.00393,0.44,3.25086,969,16.08,27.92,29.69354,-30.5588,0.0423898733,192,1,108.613878,0,None,Auto,None,71.3771955070593,69.61005669094,0.506267016303139,1.04650744870762,496.743831568067,653.65676756501,81.7323037883485,6.96823351245516,-13.1960650323369,-13.6378162526153,-29.1140071673598,-34.436763008652,31.0709610344395,-6.63557169803786,5.81628659373605,-24.8545770003381,-49.1658083893434,42.573105276456
mom,ah,59,nasal,3,711,38.53,183,1106,29.45,251,1578,14.61,6354,108,40.15,215,37.33,34.19,40.15,108,H1,2.83,-1.62,1.2,4.34139,-1.62,0.41769,926,28.96,9.57,13.18218,-25.54151,0.0423898733,192,2,108.635263,11.11,None,Auto,None,66.0885335034717,71.687275457736,0.479681694498921,0.9874748531308,684.98839752594,657.110842790137,43.913248601779,-25.9035772414625,-18.8180454239992,-42.1698989370828,-34.3807563592182,3.87055459539086,33.8432680203505,0.609381654663389,44.8756186407805,-5.55072066502296,-65.659231124927,51.1058120875431
mom,ah,59,nasal,3,732,39.08,184,1089,32.07,193,2350,9.42,215,108,39.98,215,37.83,33.74,39.98,108,H1,2.15,-0.9,1.25,5.33922,-0.9,1.13639,926,31.89,7.19,11.25635,-30.55607,0.0423898733,192,3,108.656648,22.22,None,Auto,None,66.8681355859549,71.8157073227082,0.482162407555969,0.975846301869212,730.138509135721,675.850870232994,72.3568246698865,-56.2802758002561,-13.7735495336126,-53.8338988085513,-36.1657741715055,20.3505296465887,21.4575329880882,8.95851071408339,55.4771270810717,-10.9456053093362,-54.4896389983151,25.5210653803498
mom,ah,59,nasal,3,711,39.81,181,1078,31.97,208,2427,8.21,292,108,39.85,215,38.2,32.88,39.85,108,H1,1.65,-0.04,1.61,6.92625,-0.04,1.99634,926,32.32,7.49,11.62307,-31.64192,0.0423898733,192,4,108.678033,33.33,None,Auto,None,67.8218358830971,71.9908059742344,0.485090868623341,0.965520292416859,725.612227021395,657.811847012062,43.886829649952,-35.8908209009383,0.209468175805442,-84.1917514913679,-50.867969431617,53.2639763222461,11.3036701687931,4.25843720945884,66.0251463390886,-9.55663112669525,-48.0640950141175,22.9731643658086
mom,ah,59,nasal,3,711,38.96,214,1065,32.54,247,2315,8.81,296,108,39.61,194,37.77,33.35,39.61,108,H1,1.85,-0.65,1.19,5.61067,-0.65,1.38594,926,32.54,6.42,10.46146,-30.80416,0.0423898733,192,5,108.699419,44.44,None,Auto,None,67.6575792853752,71.1271298208748,0.487500242073341,0.974637951251367,262.800105960587,688.088323575055,54.2151651754831,-31.1392990809101,20.9537184593294,-71.862219740345,-32.9979030295456,59.5252184801267,-7.45508020550375,-4.75747489067649,56.685807306528,-9.71866321713667,-43.5341522967521,7.92886343866752
mom,ah,59,nasal,3,624,38.4,187,1113,29.47,272,2392,6.75,271,108,39.42,215,37.86,32.53,39.42,108,H1,1.55,-1.02,0.54,5.87445,-1.02,1.01261,926,31.95,6.45,10.30965,-32.67423,0.0423898733,192,6,108.720804,55.56,None,Auto,None,67.9522552894456,70.8384693680472,0.489602280391128,0.973810630372443,321.850757041374,663.140001090033,72.6049563739185,-16.9848053921541,-17.5401303028834,-59.1868289679619,-27.3479495769718,43.1677956056088,-4.95778338142437,3.56029086794705,52.9795057106384,-26.5447138355588,-16.6329240876974,-1.10998163849074
mom,ah,59,nasal,3,732,37.69,212,1091,30.85,244,2319,7.23,522,108,39.5,215,37.84,33.55,39.5,108,H1,1.66,-1.81,-0.15,4.14329,-1.81,0.22529,861,30.98,6.71,10.32694,-32.27082,0.0423898733,192,7,108.742189,66.67,None,Auto,None,67.6179581210973,70.305174713333,0.490258281779817,0.981237097541053,415.389650647864,678.439651601063,72.1641044976896,-29.4997946255913,-1.38818057694404,-73.7290946799595,-28.7866032509909,48.4693450526269,7.01978285508363,-19.3065715388729,51.5615071544295,-5.56649736600739,-32.2098591900195,3.18709143366834
mom,ah,59,nasal,3,754,38.52,190,1129,31.3,220,2389,3.79,973,108,40.19,215,38.55,34.21,40.19,108,H1,1.64,-1.67,-0.03,4.30826,-1.67,0.36378,861,32.47,6.05,9.71091,-36.39637,0.0423898733,192,8,108.763574,77.78,None,Auto,None,67.979430058488,70.5829613900413,0.490605202088619,0.98064687364079,161.557392649683,643.49623295125,68.0696417025266,2.47700717976902,-7.5021764114943,-74.4509062488504,3.22294234628342,53.7516611126636,13.2278335991585,8.3967126409424,29.3156595399591,-17.9548444218274,-18.3872290287282,13.3793872584728
mom,ah,59,nasal,3,646,38.34,168,1192,30.47,210,2345,5.34,317,108,40.26,215,38.95,34.08,40.26,108,H1,1.31,-1.92,-0.61,4.26044,-1.92,0.11163,861,32.51,5.83,9.54376,-34.92116,0.0423898733,192,9,108.784959,88.89,None,Auto,None,68.1567492272071,70.686085927788,0.490891367574865,0.989727739893672,205.223636785862,663.69498329864,66.8220054100914,-3.03826739526065,-9.87796884474547,-73.8588233168936,22.5609500292311,34.4142813553075,-21.5303906245496,21.4405167428732,31.4707110896331,-21.1907818181799,-23.6778321955214,15.3255673469298
mom,ah,59,nasal,3,646,38.09,214,1076,29.67,235,2971,3.31,612,108,41.21,215,39.63,35.43,41.21,108,H1,1.58,-3.12,-1.54,2.66035,-3.12,-1.07695,969,29.67,8.42,12.55127,-37.90461,0.0423898733,192,10,108.806345,100,None,Auto,None,71.415095633012,68.8219279542745,0.509245659999064,1.03060157495396,282.130039739162,644.386135366587,92.2498791876997,6.68998492518818,8.38064259538213,-46.7832516835023,-17.760453935217,22.5209135347471,-42.4396435259119,18.2708785920638,45.201243918536,-43.0374971126913,-35.4363124544123,14.6916447189322
toot,u,60,oral,3,926,15.72,738,1887,11.49,647,2976,8.66,642,129,38.28,258,22.32,21.95,38.28,129,H1,15.96,-22.56,-6.6,-6.2262,-22.56,-20.54498,926,15.72,0,2.85163,-29.62151,0.0270579697,137,1,110.387184,0,HighF1Corrected,Auto,HighF1,51.9203899973824,68.5263492423655,0.431065135719743,1.06965114473723,223.035815681873,438.294529027358,9.52849914761478,137.684906492327,61.9995239402299,74.8450817874372,47.4512264405744,-87.8220394977083,-15.2580930213848,12.877582268709,6.28895730795542,-5.85120391370717,-19.3520666838333,14.8655833357428
toot,u,60,oral,3,345,38.83,127,1880,14.46,151,2550,14.61,67,108,39.83,237,37.16,38.83,39.83,108,H1,2.67,-1,1.67,0.00304,-1,1.09262,904,6.16,32.67,34.15996,-25.22401,0.0270579697,137,2,110.402393,11.11,None,Auto,None,55.449297912007,71.2131700514306,0.437772126215107,1.06138767577678,275.530614014896,465.211529087671,2.86718248132866,153.200070070524,72.2474953898392,85.4596076093799,22.6398491833547,-112.222411987695,-27.3415095175273,-20.9987859230971,0.257416812850407,-10.4220639119252,-11.2799731278796,13.4248970981124
toot,u,60,oral,3,345,39.18,85,1854,13.63,173,2536,13.97,83,108,39.81,215,37.83,39.18,39.81,108,H1,1.98,-0.63,1.35,-0.00187,-0.63,1.47725,1012,4.78,34.4,35.95104,-25.83945,0.0270579697,137,3,110.417601,22.22,None,Auto,None,56.3853121151304,71.6813726002549,0.440280875861203,1.06260311166324,338.2849529798,499.379136252612,-9.19316996929664,139.644657554969,45.4911208652052,73.9108028766721,44.2897288331859,-112.802638096461,-28.1024682340673,-14.726391347833,-22.3763024599464,5.00113495244709,-20.6275977520667,3.46816769033609
toot,u,60,oral,3,323,39.17,75,1809,14.09,160,2530,14.41,59,108,39.57,215,38.19,39.17,39.57,108,H1,1.38,-0.4,0.98,-0.00236,-0.4,1.71093,991,2.97,36.2,37.75897,-25.16237,0.0270579697,137,4,110.43281,33.33,None,Auto,None,56.4900578691039,71.6133138911253,0.440972451332789,1.06767341106659,233.213040683372,515.604593464117,30.3128975851812,101.212078284747,61.3938580330093,82.4564927820957,29.2072029675578,-85.0996083407198,-23.8888175646444,-13.6618652868389,-6.06328890233147,-15.9586623186641,-2.55654820510433,10.5602841775152
toot,u,60,oral,3,323,39.19,73,1732,12.08,168,2520,12.97,80,108,39.62,215,38.21,39.19,39.62,108,H1,1.41,-0.43,0.98,0.00479,-0.43,1.68203,991,3.7,35.49,37.10422,-26.64909,0.0270579697,137,5,110.448019,44.44,None,Auto,None,56.5152703864395,71.6785153842335,0.44085811216731,1.06915212640115,229.553312974739,489.785946009946,41.1907307883201,126.734650265583,63.1540747272501,79.7450109254041,34.2550519904515,-83.0528242456318,-46.6253598832969,-26.6463518496072,-13.1248828567562,-10.6021351186351,-3.91132233588178,14.290160375773
